"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00024661","1961-05-18","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  101",",,r","  -29",",,r",,,"   50",",,r"
"RSM00024661","1961-05-19","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  118",",,r","  -40",",,r",,,"   50",",,r"
"RSM00024661","1961-05-20","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  118",",,r","  -22",",,r",,,"   64",",,r"
"RSM00024661","1961-05-21","64.0","130.3","208.0","SEGEN KYUEL, RS","   96",",,r",,,"   95",",,r","   32",",,r",,,"   50",",,r"
"RSM00024661","1961-05-22","64.0","130.3","208.0","SEGEN KYUEL, RS","  317",",,r",,,"   65",",,r","  -31",",,r",,,"   14",",,r"
"RSM00024661","1961-05-23","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"   19",",,r","  -43",",,r",,,"  -10",",,r"
"RSM00024661","1961-05-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"   72",",,r","  -24",",,r",,,"   22",",,r"
"RSM00024661","1961-05-25","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"   98",",,r","  -35",",,r",,,"   44",",,r"
"RSM00024661","1961-05-26","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  123",",,r","    1",",,r",,,"   79",",,r"
"RSM00024661","1961-05-27","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  132",",,r","   36",",,r",,,"   94",",,r"
"RSM00024661","1961-05-28","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  176",",,r","   -4",",,r",,,"  108",",,r"
"RSM00024661","1961-05-29","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  165",",,r","   85",",,r",,,"  128",",,r"
"RSM00024661","1961-05-30","64.0","130.3","208.0","SEGEN KYUEL, RS","  167",",,r",,,"  141",",,r","   71",",,r",,,"  102",",,r"
"RSM00024661","1961-05-31","64.0","130.3","208.0","SEGEN KYUEL, RS","   18",",,r",,,"  149",",,r","   19",",,r",,,"   83",",,r"
"RSM00024661","1961-06-01","64.0","130.3","208.0","SEGEN KYUEL, RS","   12",",,r",,,"   65",",,r","  -18",",,r",,,"   23",",,r"
"RSM00024661","1961-06-02","64.0","130.3","208.0","SEGEN KYUEL, RS","  118",",,r",,,"   65",",,r","   -9",",,r",,,"   29",",,r"
"RSM00024661","1961-06-03","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  102",",,r","   -9",",,r",,,"   59",",,r"
"RSM00024661","1961-06-04","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  140",",,r","   31",",,r",,,"   92",",,r"
"RSM00024661","1961-06-05","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  170",",,r","   47",",,r",,,"  112",",,r"
"RSM00024661","1961-06-06","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  220",",,r","   94",",,r",,,"  162",",,r"
"RSM00024661","1961-06-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  225",",,r","   84",",,r",,,"  175",",,r"
"RSM00024661","1961-06-08","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  257",",,r","   30",",,r",,,"  163",",,r"
"RSM00024661","1961-06-09","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  249",",,r","   68",",,r",,,"  175",",,r"
"RSM00024661","1961-06-10","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  255",",,r","   60",",,r",,,"  179",",,r"
"RSM00024661","1961-06-11","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  252",",,r","   56",",,r",,,"  175",",,r"
"RSM00024661","1961-06-12","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  219",",,r","   30",",,r",,,"  149",",,r"
"RSM00024661","1961-06-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  220",",,r","   22",",,r",,,"  150",",,r"
"RSM00024661","1961-06-14","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  242",",,r","   41",",,r",,,"  173",",,r"
"RSM00024661","1961-06-15","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  281",",,r","   87",",,r",,,"  216",",,r"
"RSM00024661","1961-06-16","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  300",",,r","   65",",,r",,,"  211",",,r"
"RSM00024661","1961-06-17","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  273",",,r","   85",",,r",,,"  199",",,r"
"RSM00024661","1961-06-18","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  206",",,r","   25",",,r",,,"  126",",,r"
"RSM00024661","1961-06-19","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  190",",,r","   45",",,r",,,"  129",",,r"
"RSM00024661","1961-06-20","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  247",",,r","    9",",,r",,,"  157",",,r"
"RSM00024661","1961-06-21","64.0","130.3","208.0","SEGEN KYUEL, RS","   58",",,r",,,"  276",",,r","   77",",,r",,,"  187",",,r"
"RSM00024661","1961-06-22","64.0","130.3","208.0","SEGEN KYUEL, RS","    1",",,r",,,"  245",",,r","  134",",,r",,,"  196",",,r"
"RSM00024661","1961-06-23","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  230",",,r","   83",",,r",,,"  176",",,r"
"RSM00024661","1961-06-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  253",",,r","   65",",,r",,,"  182",",,r"
"RSM00024661","1961-06-25","64.0","130.3","208.0","SEGEN KYUEL, RS","  118",",,r",,,"  240",",,r","   71",",,r",,,"  163",",,r"
"RSM00024661","1961-06-26","64.0","130.3","208.0","SEGEN KYUEL, RS","   12",",,r",,,"  232",",,r","  119",",,r",,,"  175",",,r"
"RSM00024661","1961-06-27","64.0","130.3","208.0","SEGEN KYUEL, RS","  118",",,r",,,"  207",",,r","  134",",,r",,,"  166",",,r"
"RSM00024661","1961-06-28","64.0","130.3","208.0","SEGEN KYUEL, RS","    1",",,r",,,"  241",",,r","  132",",,r",,,"  176",",,r"
"RSM00024661","1961-06-29","64.0","130.3","208.0","SEGEN KYUEL, RS","    3",",,r",,,"  223",",,r","  108",",,r",,,"  176",",,r"
"RSM00024661","1961-06-30","64.0","130.3","208.0","SEGEN KYUEL, RS","   12",",,r",,,"  245",",,r","  151",",,r",,,"  184",",,r"
"RSM00024661","1961-07-01","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  263",",,r","  113",",,r",,,"  210",",,r"
"RSM00024661","1961-07-02","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  250",",,r","  126",",,r",,,"  190",",,r"
"RSM00024661","1961-07-03","64.0","130.3","208.0","SEGEN KYUEL, RS","   80",",,r",,,"  209",",,r","  134",",,r",,,"  171",",,r"
"RSM00024661","1961-07-04","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  240",",,r","   92",",,r",,,"  180",",,r"
"RSM00024661","1961-07-05","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  234",",,r","  115",",,r",,,"  182",",,r"
"RSM00024661","1961-07-06","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  224",",,r","   58",",,r",,,"  171",",,r"
"RSM00024661","1961-07-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  224",",,r","   62",",,r",,,"  152",",,r"
"RSM00024661","1961-07-08","64.0","130.3","208.0","SEGEN KYUEL, RS","   28",",,r",,,"  205",",,r","   99",",,r",,,"  151",",,r"
"RSM00024661","1961-07-09","64.0","130.3","208.0","SEGEN KYUEL, RS","   57",",,r",,,"  147",",,r","   82",",,r",,,"   92",",,r"
"RSM00024661","1961-07-10","64.0","130.3","208.0","SEGEN KYUEL, RS","   35",",,r",,,"  135",",,r","   62",",,r",,,"   98",",,r"
"RSM00024661","1961-07-11","64.0","130.3","208.0","SEGEN KYUEL, RS","    2",",,r",,,"  168",",,r","   79",",,r",,,"  127",",,r"
"RSM00024661","1961-07-12","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  183",",,r","   50",",,r",,,"  138",",,r"
"RSM00024661","1961-07-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  215",",,r","   -3",",,r",,,"  134",",,r"
"RSM00024661","1961-07-14","64.0","130.3","208.0","SEGEN KYUEL, RS","    6",",,r",,,"  200",",,r","   30",",,r",,,"  131",",,r"
"RSM00024661","1961-07-15","64.0","130.3","208.0","SEGEN KYUEL, RS","   99",",,r",,,"  165",",,r","  130",",,r",,,"  143",",,r"
"RSM00024661","1961-07-16","64.0","130.3","208.0","SEGEN KYUEL, RS","  197",",,r",,,"  142",",,r","  115",",,r",,,"  130",",,r"
"RSM00024661","1961-07-17","64.0","130.3","208.0","SEGEN KYUEL, RS","  173",",,r",,,"  128",",,r","  101",",,r",,,"  116",",,r"
"RSM00024661","1961-07-18","64.0","130.3","208.0","SEGEN KYUEL, RS","  250",",,r",,,"  154",",,r","  113",",,r",,,"  133",",,r"
"RSM00024661","1961-07-19","64.0","130.3","208.0","SEGEN KYUEL, RS","  483",",,r",,,"  214",",,r","  139",",,r",,,"  162",",,r"
"RSM00024661","1961-07-20","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  250",",,r","  101",",,r",,,"  166",",,r"
"RSM00024661","1961-07-21","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  259",",,r","   99",",,r",,,"  190",",,r"
"RSM00024661","1961-07-22","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  250",",,r","   79",",,r",,,"  185",",,r"
"RSM00024661","1961-07-23","64.0","130.3","208.0","SEGEN KYUEL, RS","   54",",,r",,,"  225",",,r","  124",",,r",,,"  170",",,r"
"RSM00024661","1961-07-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    1",",,r",,,"  225",",,r","  104",",,r",,,"  175",",,r"
"RSM00024661","1961-07-25","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  237",",,r","   76",",,r",,,"  176",",,r"
"RSM00024661","1961-07-26","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  255",",,r","   90",",,r",,,"  195",",,r"
"RSM00024661","1961-07-27","64.0","130.3","208.0","SEGEN KYUEL, RS","  134",",,r",,,"  260",",,r","  134",",,r",,,"  189",",,r"
"RSM00024661","1961-07-28","64.0","130.3","208.0","SEGEN KYUEL, RS","   34",",,r",,,"  263",",,r","  139",",,r",,,"  205",",,r"
"RSM00024661","1961-07-29","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  259",",,r","   66",",,r",,,"  182",",,r"
"RSM00024661","1961-07-30","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  284",",,r","  104",",,r",,,"  204",",,r"
"RSM00024661","1961-07-31","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  311",",,r","  148",",,r",,,"  228",",,r"
"RSM00024661","1961-08-01","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  320",",,r","  146",",,r",,,"  229",",,r"
"RSM00024661","1961-08-02","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  261",",,r","  139",",,r",,,"  222",",,r"
"RSM00024661","1961-08-03","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  244",",,r","  155",",,r",,,"  207",",,r"
"RSM00024661","1961-08-04","64.0","130.3","208.0","SEGEN KYUEL, RS","   86",",,r",,,"  202",",,r","  161",",,r",,,"  172",",,r"
"RSM00024661","1961-08-05","64.0","130.3","208.0","SEGEN KYUEL, RS","   17",",,r",,,"  188",",,r","  149",",,r",,,"  166",",,r"
"RSM00024661","1961-08-06","64.0","130.3","208.0","SEGEN KYUEL, RS","   22",",,r",,,"  197",",,r","  152",",,r",,,"  171",",,r"
"RSM00024661","1961-08-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  220",",,r","  137",",,r",,,"  168",",,r"
"RSM00024661","1961-08-08","64.0","130.3","208.0","SEGEN KYUEL, RS","   19",",,r",,,"  195",",,r","  129",",,r",,,"  150",",,r"
"RSM00024661","1961-08-09","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  220",",,r","   50",",,r",,,"  138",",,r"
"RSM00024661","1961-08-10","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  218",",,r","  109",",,r",,,"  151",",,r"
"RSM00024661","1961-08-11","64.0","130.3","208.0","SEGEN KYUEL, RS","  127",",,r",,,"  200",",,r","  129",",,r",,,"  154",",,r"
"RSM00024661","1961-08-12","64.0","130.3","208.0","SEGEN KYUEL, RS","   29",",,r",,,"  204",",,r","   99",",,r",,,"  166",",,r"
"RSM00024661","1961-08-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    2",",,r",,,"  180",",,r","   83",",,r",,,"  129",",,r"
"RSM00024661","1961-08-14","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  219",",,r","   21",",,r",,,"  130",",,r"
"RSM00024661","1961-08-15","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  240",",,r","   31",",,r",,,"  153",",,r"
"RSM00024661","1961-08-16","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  253",",,r","   56",",,r",,,"  164",",,r"
"RSM00024661","1961-08-17","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  253",",,r","   52",",,r",,,"  171",",,r"
"RSM00024661","1961-08-18","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  256",",,r","  131",",,r",,,"  191",",,r"
"RSM00024661","1961-08-19","64.0","130.3","208.0","SEGEN KYUEL, RS","  236",",,r",,,"  225",",,r","  143",",,r",,,"  170",",,r"
"RSM00024661","1961-08-20","64.0","130.3","208.0","SEGEN KYUEL, RS","  115",",,r",,,"  153",",,r","   89",",,r",,,"  110",",,r"
"RSM00024661","1961-08-21","64.0","130.3","208.0","SEGEN KYUEL, RS","    6",",,r",,,"  120",",,r","   67",",,r",,,"   90",",,r"
"RSM00024661","1961-08-22","64.0","130.3","208.0","SEGEN KYUEL, RS","   10",",,r",,,"  142",",,r","   46",",,r",,,"   91",",,r"
"RSM00024661","1961-08-23","64.0","130.3","208.0","SEGEN KYUEL, RS","   13",",,r",,,"  144",",,r","   60",",,r",,,"   93",",,r"
"RSM00024661","1961-08-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  127",",,r","   81",",,r",,,"   97",",,r"
"RSM00024661","1961-08-25","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  139",",,r","   71",",,r",,,"  101",",,r"
"RSM00024661","1961-08-26","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  182",",,r","   71",",,r",,,"  117",",,r"
"RSM00024661","1961-08-27","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  196",",,r","  -18",",,r",,,"   90",",,r"
"RSM00024661","1961-08-28","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  186",",,r","  -20",",,r",,,"   90",",,r"
"RSM00024661","1961-08-29","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  181",",,r","  -21",",,r",,,"   86",",,r"
"RSM00024661","1961-08-30","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  196",",,r","   37",",,r",,,"  107",",,r"
"RSM00024661","1961-08-31","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  157",",,r","   30",",,r",,,"   93",",,r"
"RSM00024661","1961-09-01","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  134",",,r","   61",",,r",,,"   93",",,r"
"RSM00024661","1961-09-02","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  162",",,r","  -35",",,r",,,"   88",",,r"
"RSM00024661","1961-09-03","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  197",",,r","  -26",",,r",,,"   90",",,r"
"RSM00024661","1961-09-04","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  203",",,r","  -15",",,r",,,"   92",",,r"
"RSM00024661","1961-09-05","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  195",",,r","  -15",",,r",,,"   92",",,r"
"RSM00024661","1961-09-06","64.0","130.3","208.0","SEGEN KYUEL, RS","   63",",,r",,,"  142",",,r","   66",",,r",,,"   91",",,r"
"RSM00024661","1961-09-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  136",",,r","   36",",,r",,,"   80",",,r"
"RSM00024661","1961-09-08","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  126",",,r","   12",",,r",,,"   76",",,r"
"RSM00024661","1961-09-09","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  170",",,r","    7",",,r",,,"  108",",,r"
"RSM00024661","1961-09-10","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  140",",,r","   80",",,r",,,"  100",",,r"
"RSM00024661","1961-09-11","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  139",",,r","   68",",,r",,,"   98",",,r"
"RSM00024661","1961-09-12","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  150",",,r","    1",",,r",,,"   78",",,r"
"RSM00024661","1961-09-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"   80",",,r","  -25",",,r",,,"   38",",,r"
"RSM00024661","1961-09-14","64.0","130.3","208.0","SEGEN KYUEL, RS","    2",",,r",,,"   80",",,r","  -19",",,r",,,"   36",",,r"
"RSM00024661","1961-09-15","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  125",",,r","  -60",",,r",,,"   32",",,r"
"RSM00024661","1961-09-16","64.0","130.3","208.0","SEGEN KYUEL, RS","    7",",,r",,,"  100",",,r","   26",",,r",,,"   61",",,r"
"RSM00024661","1961-09-17","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  134",",,r","  -34",",,r",,,"   52",",,r"
"RSM00024661","1961-09-18","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  106",",,r","  -49",",,r",,,"   53",",,r"
"RSM00024661","1961-09-19","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  111",",,r","  -65",",,r",,,"   26",",,r"
"RSM00024661","1961-09-20","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  114",",,r","  -65",",,r",,,"   10",",,r"
"RSM00024661","1961-09-21","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  127",",,r","  -67",",,r",,,"   19",",,r"
"RSM00024661","1961-09-22","64.0","130.3","208.0","SEGEN KYUEL, RS","   41",",,r",,,"   85",",,r","   27",",,r",,,"   57",",,r"
"RSM00024661","1961-09-23","64.0","130.3","208.0","SEGEN KYUEL, RS","  121",",,r",,,"   85",",,r","   26",",,r",,,"   56",",,r"
"RSM00024661","1961-09-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"   45",",,r","  -80",",,r",,,"   -2",",,r"
"RSM00024661","1961-09-25","64.0","130.3","208.0","SEGEN KYUEL, RS","  139",",,r",,,"   86",",,r","    2",",,r",,,"   42",",,r"
"RSM00024661","1961-09-26","64.0","130.3","208.0","SEGEN KYUEL, RS","   56",",,r",,,"   78",",,r","   22",",,r",,,"   47",",,r"
"RSM00024661","1961-09-27","64.0","130.3","208.0","SEGEN KYUEL, RS","  332",",,r",,,"   70",",,r","   -4",",,r",,,"   29",",,r"
"RSM00024661","1961-09-28","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"    0",",,r","  -22",",,r",,,"   -8",",,r"
"RSM00024661","1961-09-29","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"   14",",,r","  -44",",,r",,,"  -12",",,r"
"RSM00024661","1961-09-30","64.0","130.3","208.0","SEGEN KYUEL, RS","   69",",,r",,,"   10",",,r","   -5",",,r",,,"    2",",,r"
"RSM00024661","1961-10-01","64.0","130.3","208.0","SEGEN KYUEL, RS","   50",",,r",,,"   46",",,r","    2",",,r",,,"   28",",,r"
"RSM00024661","1961-10-02","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"   41",",,r","  -54",",,r",,,"  -23",",,r"
"RSM00024661","1961-10-03","64.0","130.3","208.0","SEGEN KYUEL, RS","   23",",,r",,,"   -9",",,r","  -85",",,r",,,"  -46",",,r"
"RSM00024661","1961-10-04","64.0","130.3","208.0","SEGEN KYUEL, RS","   10",",,r",,,"   -3",",,r","  -63",",,r",,,"  -29",",,r"
"RSM00024661","1961-10-05","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"   -5",",,r"," -141",",,r",,,"  -72",",,r"
"RSM00024661","1961-10-06","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -20",",,r"," -130",",,r",,,"  -75",",,r"
"RSM00024661","1961-10-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -12",",,r","  -96",",,r",,,"  -59",",,r"
"RSM00024661","1961-10-08","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -13",",,r","  -57",",,r",,,"  -42",",,r"
"RSM00024661","1961-10-09","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"    3",",,r"," -115",",,r",,,"  -44",",,r"
"RSM00024661","1961-10-10","64.0","130.3","208.0","SEGEN KYUEL, RS","   62",",,r",,,"   -3",",,r","  -68",",,r",,,"  -25",",,r"
"RSM00024661","1961-10-11","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -16",",,r"," -167",",,r",,," -108",",,r"
"RSM00024661","1961-10-12","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -10",",,r","  -72",",,r",,,"  -37",",,r"
"RSM00024661","1961-10-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -13",",,r","  -74",",,r",,,"  -43",",,r"
"RSM00024661","1961-10-14","64.0","130.3","208.0","SEGEN KYUEL, RS","   14",",,r",,,"  -46",",,r","  -93",",,r",,,"  -77",",,r"
"RSM00024661","1961-10-15","64.0","130.3","208.0","SEGEN KYUEL, RS","    1",",,r",,,"  -66",",,r"," -153",",,r",,," -106",",,r"
"RSM00024661","1961-10-16","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -73",",,r"," -123",",,r",,," -104",",,r"
"RSM00024661","1961-10-17","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -105",",,r"," -197",",,r",,," -159",",,r"
"RSM00024661","1961-10-18","64.0","130.3","208.0","SEGEN KYUEL, RS","   12",",,r",,," -142",",,r"," -208",",,r",,," -161",",,r"
"RSM00024661","1961-10-19","64.0","130.3","208.0","SEGEN KYUEL, RS","   27",",,r",,," -128",",,r"," -163",",,r",,," -148",",,r"
"RSM00024661","1961-10-20","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -88",",,r"," -197",",,r",,," -102",",,r"
"RSM00024661","1961-10-21","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,,"  -91",",,r"," -178",",,r",,," -128",",,r"
"RSM00024661","1961-10-22","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,," -158",",,r"," -259",",,r",,," -194",",,r"
"RSM00024661","1961-10-23","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,," -147",",,r"," -176",",,r",,," -159",",,r"
"RSM00024661","1961-10-24","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -147",",,r"," -212",",,r",,," -167",",,r"
"RSM00024661","1961-10-25","64.0","130.3","208.0","SEGEN KYUEL, RS","    5",",,r",,," -131",",,r"," -172",",,r",,," -148",",,r"
"RSM00024661","1961-10-26","64.0","130.3","208.0","SEGEN KYUEL, RS","   12",",,r",,,"  -98",",,r"," -133",",,r",,," -113",",,r"
"RSM00024661","1961-10-27","64.0","130.3","208.0","SEGEN KYUEL, RS","    6",",,r",,," -100",",,r"," -212",",,r",,," -145",",,r"
"RSM00024661","1961-10-28","64.0","130.3","208.0","SEGEN KYUEL, RS","    0","T,,r",,,"  -58",",,r"," -240",",,r",,," -143",",,r"
"RSM00024661","1961-10-29","64.0","130.3","208.0","SEGEN KYUEL, RS","   10",",,r",,,"  -59",",,r","  -85",",,r",,,"  -72",",,r"
"RSM00024661","1961-10-30","64.0","130.3","208.0","SEGEN KYUEL, RS","   18",",,r",,,"  -80",",,r"," -289",",,r",,," -198",",,r"
"RSM00024661","1961-10-31","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -189",",,r"," -304",",,r",,," -262",",,r"
"RSM00024661","1961-11-01","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -208",",,r"," -317",",,r",,," -267",",,r"
"RSM00024661","1961-11-02","64.0","130.3","208.0","SEGEN KYUEL, RS","    3",",,r",,," -194",",,r"," -258",",,r",,," -214",",,r"
"RSM00024661","1961-11-03","64.0","130.3","208.0","SEGEN KYUEL, RS","   14",",,r",,," -170",",,r"," -213",",,r",,," -187",",,r"
"RSM00024661","1961-11-04","64.0","130.3","208.0","SEGEN KYUEL, RS","   21",",,r",,," -117",",,r"," -188",",,r",,," -135",",,r"
"RSM00024661","1961-11-05","64.0","130.3","208.0","SEGEN KYUEL, RS","   11",",,r",,," -119",",,r"," -180",",,r",,," -138",",,r"
"RSM00024661","1961-11-06","64.0","130.3","208.0","SEGEN KYUEL, RS","    3",",,r",,," -156",",,r"," -295",",,r",,," -200",",,r"
"RSM00024661","1961-11-07","64.0","130.3","208.0","SEGEN KYUEL, RS","    2",",,r",,," -152",",,r"," -175",",,r",,," -160",",,r"
"RSM00024661","1961-11-08","64.0","130.3","208.0","SEGEN KYUEL, RS","    3",",,r",,," -131",",,r"," -214",",,r",,," -165",",,r"
"RSM00024661","1961-11-09","64.0","130.3","208.0","SEGEN KYUEL, RS","   16",",,r",,," -205",",,r"," -313",",,r",,," -238",",,r"
"RSM00024661","1961-11-10","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -145",",,r"," -324",",,r",,," -205",",,r"
"RSM00024661","1961-11-11","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -206",",,r"," -287",",,r",,," -264",",,r"
"RSM00024661","1961-11-12","64.0","130.3","208.0","SEGEN KYUEL, RS","    0",",,r",,," -253",",,r"," -331",",,r",,," -303",",,r"
"RSM00024661","1961-11-13","64.0","130.3","208.0","SEGEN KYUEL, RS","    5",",,r",,," -235",",,r"," -349",",,r",,," -286",",,r"
"RSM00024661","1961-11-14","64.0","130.3","208.0","SEGEN KYUEL, RS","    7",",,r",,," -237",",,r"," -355",",,r",,," -294",",,r"
