"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00022907","1903-08-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  173",",,r"
"RSM00022907","1903-08-03","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"  159",",,r"
"RSM00022907","1903-08-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  165",",,r"
"RSM00022907","1903-08-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  160",",,r"
"RSM00022907","1903-08-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  152",",,r"
"RSM00022907","1903-08-07","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  148",",,r"
"RSM00022907","1903-08-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  140",",,r"
"RSM00022907","1903-08-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  146",",,r"
"RSM00022907","1903-08-10","60.08","26.97","6.0","GOGLAND, RS","   31",",,r",,,,,"  145",",,r"
"RSM00022907","1903-08-11","60.08","26.97","6.0","GOGLAND, RS","  136",",,r",,,,,"  132",",,r"
"RSM00022907","1903-08-12","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  149",",,r"
"RSM00022907","1903-08-13","60.08","26.97","6.0","GOGLAND, RS","   38",",,r",,,,,"  149",",,r"
"RSM00022907","1903-08-14","60.08","26.97","6.0","GOGLAND, RS","   41",",,r",,,,,"  134",",,r"
"RSM00022907","1903-08-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  133",",,r"
"RSM00022907","1903-08-16","60.08","26.97","6.0","GOGLAND, RS","   28",",,r",,,,,"  137",",,r"
"RSM00022907","1903-08-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  141",",,r"
"RSM00022907","1903-08-18","60.08","26.97","6.0","GOGLAND, RS","   57",",,r",,,,,"  134",",,r"
"RSM00022907","1903-08-19","60.08","26.97","6.0","GOGLAND, RS","   43",",,r",,,,,"  141",",,r"
"RSM00022907","1903-08-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  137",",,r"
"RSM00022907","1903-08-21","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"  162",",,r"
"RSM00022907","1903-08-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  159",",,r"
"RSM00022907","1903-08-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  145",",,r"
"RSM00022907","1903-08-24","60.08","26.97","6.0","GOGLAND, RS","   68",",,r",,,,,"  139",",,r"
"RSM00022907","1903-08-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  137",",,r"
"RSM00022907","1903-08-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  136",",,r"
"RSM00022907","1903-08-27","60.08","26.97","6.0","GOGLAND, RS","   63",",,r",,,,,"  129",",,r"
"RSM00022907","1903-08-28","60.08","26.97","6.0","GOGLAND, RS","   29",",,r",,,,,"  112",",,r"
"RSM00022907","1903-08-29","60.08","26.97","6.0","GOGLAND, RS","   83",",,r",,,,,"  105",",,r"
"RSM00022907","1903-08-30","60.08","26.97","6.0","GOGLAND, RS","   48",",,r",,,,,"  112",",,r"
"RSM00022907","1903-08-31","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  128",",,r"
"RSM00022907","1903-09-01","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  121",",,r"
"RSM00022907","1903-09-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  133",",,r"
"RSM00022907","1903-09-03","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  127",",,r"
"RSM00022907","1903-09-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  125",",,r"
"RSM00022907","1903-09-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  123",",,r"
"RSM00022907","1903-09-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  127",",,r"
"RSM00022907","1903-09-07","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"  131",",,r"
"RSM00022907","1903-09-08","60.08","26.97","6.0","GOGLAND, RS","   34",",,r",,,,,"  129",",,r"
"RSM00022907","1903-09-09","60.08","26.97","6.0","GOGLAND, RS","  102",",,r",,,,,"  138",",,r"
"RSM00022907","1903-09-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  145",",,r"
"RSM00022907","1903-09-11","60.08","26.97","6.0","GOGLAND, RS","   98",",,r",,,,,"  141",",,r"
"RSM00022907","1903-09-12","60.08","26.97","6.0","GOGLAND, RS","   36",",,r",,,,,"  124",",,r"
"RSM00022907","1903-09-13","60.08","26.97","6.0","GOGLAND, RS","   29",",,r",,,,,"  131",",,r"
"RSM00022907","1903-09-14","60.08","26.97","6.0","GOGLAND, RS","   30",",,r",,,,,"  133",",,r"
"RSM00022907","1903-09-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  131",",,r"
"RSM00022907","1903-09-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  124",",,r"
"RSM00022907","1903-09-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  127",",,r"
"RSM00022907","1903-09-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  119",",,r"
"RSM00022907","1903-09-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  124",",,r"
"RSM00022907","1903-09-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  121",",,r"
"RSM00022907","1903-09-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  119",",,r"
"RSM00022907","1903-09-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  110",",,r"
"RSM00022907","1903-09-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  102",",,r"
"RSM00022907","1903-09-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   96",",,r"
"RSM00022907","1903-09-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  121",",,r"
"RSM00022907","1903-09-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  137",",,r"
"RSM00022907","1903-09-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  133",",,r"
"RSM00022907","1903-09-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  125",",,r"
"RSM00022907","1903-09-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  116",",,r"
"RSM00022907","1903-09-30","60.08","26.97","6.0","GOGLAND, RS","   28",",,r",,,,,"  106",",,r"
"RSM00022907","1903-10-01","60.08","26.97","6.0","GOGLAND, RS","   56",",,r",,,,,"   94",",,r"
"RSM00022907","1903-10-02","60.08","26.97","6.0","GOGLAND, RS","   44",",,r",,,,,"   78",",,r"
"RSM00022907","1903-10-03","60.08","26.97","6.0","GOGLAND, RS","  108",",,r",,,,,"   54",",,r"
"RSM00022907","1903-10-04","60.08","26.97","6.0","GOGLAND, RS","  101",",,r",,,,,"   46",",,r"
"RSM00022907","1903-10-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   51",",,r"
"RSM00022907","1903-10-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   37",",,r"
"RSM00022907","1903-10-07","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   29",",,r"
"RSM00022907","1903-10-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   19",",,r"
"RSM00022907","1903-10-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   13",",,r"
"RSM00022907","1903-10-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   10",",,r"
"RSM00022907","1903-10-11","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    5",",,r"
"RSM00022907","1903-10-12","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    1",",,r"
"RSM00022907","1903-10-13","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -5",",,r"
"RSM00022907","1903-10-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -3",",,r"
"RSM00022907","1903-10-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -9",",,r"
"RSM00022907","1903-10-16","60.08","26.97","6.0","GOGLAND, RS","  190",",,r",,,,,"   39",",,r"
"RSM00022907","1903-10-17","60.08","26.97","6.0","GOGLAND, RS","   86",",,r",,,,,"   33",",,r"
"RSM00022907","1903-10-18","60.08","26.97","6.0","GOGLAND, RS","   52",",,r",,,,,"   13",",,r"
"RSM00022907","1903-10-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    1",",,r"
"RSM00022907","1903-10-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   25",",,r"
"RSM00022907","1903-10-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   16",",,r"
"RSM00022907","1903-10-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   14",",,r"
"RSM00022907","1903-10-23","60.08","26.97","6.0","GOGLAND, RS","   34",",,r",,,,,"   34",",,r"
"RSM00022907","1903-10-24","60.08","26.97","6.0","GOGLAND, RS","   42",",,r",,,,,"   36",",,r"
"RSM00022907","1903-10-25","60.08","26.97","6.0","GOGLAND, RS","    9",",,r",,,,,"   35",",,r"
"RSM00022907","1903-10-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   42",",,r"
"RSM00022907","1903-10-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   40",",,r"
"RSM00022907","1903-10-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   42",",,r"
"RSM00022907","1903-10-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   51",",,r"
"RSM00022907","1903-10-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   53",",,r"
"RSM00022907","1903-10-31","60.08","26.97","6.0","GOGLAND, RS","    6",",,r",,,,,"   52",",,r"
"RSM00022907","1903-11-01","60.08","26.97","6.0","GOGLAND, RS","   41",",,r",,,,,"   75",",,r"
"RSM00022907","1903-11-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   57",",,r"
"RSM00022907","1903-11-03","60.08","26.97","6.0","GOGLAND, RS","    3",",,r",,,,,"   51",",,r"
"RSM00022907","1903-11-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   52",",,r"
"RSM00022907","1903-11-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   60",",,r"
"RSM00022907","1903-11-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   44",",,r"
"RSM00022907","1903-11-07","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   49",",,r"
"RSM00022907","1903-11-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   69",",,r"
"RSM00022907","1903-11-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   66",",,r"
"RSM00022907","1903-11-10","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"   49",",,r"
"RSM00022907","1903-11-11","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"   44",",,r"
"RSM00022907","1903-11-12","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   44",",,r"
"RSM00022907","1903-11-13","60.08","26.97","6.0","GOGLAND, RS","   50",",,r",,,,,"   39",",,r"
"RSM00022907","1903-11-14","60.08","26.97","6.0","GOGLAND, RS","   12",",,r",,,,,"   24",",,r"
"RSM00022907","1903-11-15","60.08","26.97","6.0","GOGLAND, RS","   22",",,r",,,,,"   19",",,r"
"RSM00022907","1903-11-16","60.08","26.97","6.0","GOGLAND, RS","   17",",,r",,,,,"   19",",,r"
"RSM00022907","1903-11-17","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"   21",",,r"
"RSM00022907","1903-11-18","60.08","26.97","6.0","GOGLAND, RS","   54",",,r",,,,,"   33",",,r"
"RSM00022907","1903-11-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   11",",,r"
"RSM00022907","1903-11-20","60.08","26.97","6.0","GOGLAND, RS","   27",",,r",,,,,"   13",",,r"
"RSM00022907","1903-11-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   23",",,r"
"RSM00022907","1903-11-22","60.08","26.97","6.0","GOGLAND, RS","   29",",,r",,,,,"   23",",,r"
"RSM00022907","1903-11-23","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,,"   27",",,r"
"RSM00022907","1903-11-24","60.08","26.97","6.0","GOGLAND, RS","   12",",,r",,,,,"   35",",,r"
"RSM00022907","1903-11-25","60.08","26.97","6.0","GOGLAND, RS","   20",",,r",,,,,"   13",",,r"
"RSM00022907","1903-11-26","60.08","26.97","6.0","GOGLAND, RS","   40",",,r",,,,,"   18",",,r"
"RSM00022907","1903-11-27","60.08","26.97","6.0","GOGLAND, RS","    3",",,r",,,,,"   12",",,r"
"RSM00022907","1903-11-28","60.08","26.97","6.0","GOGLAND, RS","   20",",,r",,,,,"   -1",",,r"
"RSM00022907","1903-11-29","60.08","26.97","6.0","GOGLAND, RS","   54",",,r",,,,,"   -9",",,r"
"RSM00022907","1903-11-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -1",",,r"
"RSM00022907","1903-12-01","60.08","26.97","6.0","GOGLAND, RS","   76",",,r",,,,,"   11",",,r"
"RSM00022907","1903-12-02","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"   32",",,r"
"RSM00022907","1903-12-03","60.08","26.97","6.0","GOGLAND, RS","   17",",,r",,,,,"  -25",",,r"
"RSM00022907","1903-12-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -24",",,r"
"RSM00022907","1903-12-05","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"    7",",,r"
"RSM00022907","1903-12-06","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,,"   24",",,r"
"RSM00022907","1903-12-07","60.08","26.97","6.0","GOGLAND, RS","   22",",,r",,,,,"   34",",,r"
"RSM00022907","1903-12-08","60.08","26.97","6.0","GOGLAND, RS","    8",",,r",,,,,"   30",",,r"
"RSM00022907","1903-12-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   31",",,r"
"RSM00022907","1903-12-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   17",",,r"
"RSM00022907","1903-12-11","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -2",",,r"
"RSM00022907","1903-12-12","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -14",",,r"
"RSM00022907","1903-12-13","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -20",",,r"
"RSM00022907","1903-12-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -32",",,r"
"RSM00022907","1903-12-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -47",",,r"
"RSM00022907","1903-12-16","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,,"  -37",",,r"
"RSM00022907","1903-12-17","60.08","26.97","6.0","GOGLAND, RS","    6",",,r",,,,,"    4",",,r"
"RSM00022907","1903-12-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    5",",,r"
"RSM00022907","1903-12-19","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,,"    7",",,r"
"RSM00022907","1903-12-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -21",",,r"
"RSM00022907","1903-12-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -7",",,r"
"RSM00022907","1903-12-22","60.08","26.97","6.0","GOGLAND, RS","    6",",,r",,,,,"    8",",,r"
"RSM00022907","1903-12-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   36",",,r"
"RSM00022907","1903-12-24","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"   18",",,r"
"RSM00022907","1903-12-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    4",",,r"
"RSM00022907","1903-12-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -1",",,r"
"RSM00022907","1903-12-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -68",",,r"
"RSM00022907","1903-12-28","60.08","26.97","6.0","GOGLAND, RS","   14",",,r",,,,,"  -47",",,r"
"RSM00022907","1903-12-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   11",",,r"
"RSM00022907","1903-12-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -2",",,r"
"RSM00022907","1903-12-31","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -12",",,r"
"RSM00022907","1904-01-01","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    1",",,r"
"RSM00022907","1904-01-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -17",",,r"
"RSM00022907","1904-01-03","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -39",",,r"
"RSM00022907","1904-01-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -3",",,r"
"RSM00022907","1904-01-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -41",",,r"
"RSM00022907","1904-01-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -47",",,r"
"RSM00022907","1904-01-07","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -60",",,r"
"RSM00022907","1904-01-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -83",",,r"
"RSM00022907","1904-01-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -55",",,r"
"RSM00022907","1904-01-10","60.08","26.97","6.0","GOGLAND, RS","    5",",,r",,,,,"   -3",",,r"
"RSM00022907","1904-01-11","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -5",",,r"
"RSM00022907","1904-01-12","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,,"  -42",",,r"
"RSM00022907","1904-01-13","60.08","26.97","6.0","GOGLAND, RS","   57",",,r",,,,,"  -19",",,r"
"RSM00022907","1904-01-14","60.08","26.97","6.0","GOGLAND, RS","   28",",,r",,,,,"  -45",",,r"
"RSM00022907","1904-01-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   15",",,r"
"RSM00022907","1904-01-16","60.08","26.97","6.0","GOGLAND, RS","   37",",,r",,,,,"   10",",,r"
"RSM00022907","1904-01-17","60.08","26.97","6.0","GOGLAND, RS","   20",",,r",,,,,"    7",",,r"
"RSM00022907","1904-01-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -6",",,r"
"RSM00022907","1904-01-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    4",",,r"
"RSM00022907","1904-01-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    5",",,r"
"RSM00022907","1904-01-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   18",",,r"
"RSM00022907","1904-01-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -21",",,r"
"RSM00022907","1904-01-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   23",",,r"
"RSM00022907","1904-01-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   31",",,r"
"RSM00022907","1904-01-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   21",",,r"
"RSM00022907","1904-01-26","60.08","26.97","6.0","GOGLAND, RS","   14",",,r",,,,,"   10",",,r"
"RSM00022907","1904-01-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   12",",,r"
"RSM00022907","1904-01-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    7",",,r"
"RSM00022907","1904-01-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -26",",,r"
"RSM00022907","1904-01-30","60.08","26.97","6.0","GOGLAND, RS","   24",",,r",,,,,"  -22",",,r"
"RSM00022907","1904-01-31","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -26",",,r"
"RSM00022907","1904-02-01","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -35",",,r"
"RSM00022907","1904-02-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -45",",,r"
"RSM00022907","1904-02-03","60.08","26.97","6.0","GOGLAND, RS","   16",",,r",,,,,"  -55",",,r"
"RSM00022907","1904-02-04","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,,"  -61",",,r"
"RSM00022907","1904-02-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -101",",,r"
"RSM00022907","1904-02-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -116",",,r"
"RSM00022907","1904-02-07","60.08","26.97","6.0","GOGLAND, RS","   96",",,r",,,,,"  -82",",,r"
"RSM00022907","1904-02-08","60.08","26.97","6.0","GOGLAND, RS","   69",",,r",,,,,"  -42",",,r"
"RSM00022907","1904-02-09","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,," -116",",,r"
"RSM00022907","1904-02-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -137",",,r"
"RSM00022907","1904-02-11","60.08","26.97","6.0","GOGLAND, RS","   76",",,r",,,,,"  -87",",,r"
"RSM00022907","1904-02-12","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"  -53",",,r"
"RSM00022907","1904-02-13","60.08","26.97","6.0","GOGLAND, RS","   10",",,r",,,,,"  -87",",,r"
"RSM00022907","1904-02-14","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"  -49",",,r"
"RSM00022907","1904-02-15","60.08","26.97","6.0","GOGLAND, RS","   60",",,r",,,,,"    9",",,r"
"RSM00022907","1904-02-16","60.08","26.97","6.0","GOGLAND, RS","   26",",,r",,,,,"  -25",",,r"
"RSM00022907","1904-02-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -91",",,r"
"RSM00022907","1904-02-18","60.08","26.97","6.0","GOGLAND, RS","   65",",,r",,,,,"  -41",",,r"
"RSM00022907","1904-02-19","60.08","26.97","6.0","GOGLAND, RS","   55",",,r",,,,,"    9",",,r"
"RSM00022907","1904-02-20","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"    0",",,r"
"RSM00022907","1904-02-21","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,,"  -20",",,r"
"RSM00022907","1904-02-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -33",",,r"
"RSM00022907","1904-02-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -45",",,r"
"RSM00022907","1904-02-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -54",",,r"
"RSM00022907","1904-02-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -93",",,r"
"RSM00022907","1904-02-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -109",",,r"
"RSM00022907","1904-02-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -112",",,r"
"RSM00022907","1904-02-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -113",",,r"
"RSM00022907","1904-02-29","60.08","26.97","6.0","GOGLAND, RS","    6",",,r",,,,," -123",",,r"
"RSM00022907","1904-03-01","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,," -110",",,r"
"RSM00022907","1904-03-02","60.08","26.97","6.0","GOGLAND, RS","   38",",,r",,,,,"  -45",",,r"
"RSM00022907","1904-03-03","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -105",",,r"
"RSM00022907","1904-03-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -127",",,r"
"RSM00022907","1904-03-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -111",",,r"
"RSM00022907","1904-03-06","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,," -119",",,r"
"RSM00022907","1904-03-07","60.08","26.97","6.0","GOGLAND, RS","   55",",,r",,,,,"  -69",",,r"
"RSM00022907","1904-03-08","60.08","26.97","6.0","GOGLAND, RS","    6",",,r",,,,,"  -58",",,r"
"RSM00022907","1904-03-09","60.08","26.97","6.0","GOGLAND, RS","    0","T,,r",,,,,"  -36",",,r"
"RSM00022907","1904-03-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -59",",,r"
"RSM00022907","1904-03-11","60.08","26.97","6.0","GOGLAND, RS","   45",",,r",,,,,"  -55",",,r"
"RSM00022907","1904-03-12","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"  -21",",,r"
"RSM00022907","1904-03-13","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -17",",,r"
"RSM00022907","1904-03-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    8",",,r"
"RSM00022907","1904-03-15","60.08","26.97","6.0","GOGLAND, RS","   47",",,r",,,,,"    4",",,r"
"RSM00022907","1904-03-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -48",",,r"
"RSM00022907","1904-03-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -59",",,r"
"RSM00022907","1904-03-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -29",",,r"
"RSM00022907","1904-03-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -27",",,r"
"RSM00022907","1904-03-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -21",",,r"
"RSM00022907","1904-03-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -23",",,r"
"RSM00022907","1904-03-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -11",",,r"
"RSM00022907","1904-03-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -3",",,r"
"RSM00022907","1904-03-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    2",",,r"
"RSM00022907","1904-03-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -19",",,r"
"RSM00022907","1904-03-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -32",",,r"
"RSM00022907","1904-03-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -20",",,r"
"RSM00022907","1904-03-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -53",",,r"
"RSM00022907","1904-03-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -48",",,r"
"RSM00022907","1904-03-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -66",",,r"
